"Timestamp","TZ","SOLAR (W/m2)","RAINFALL (mm)","WIND SPEED (m/s)","WIND DIRN (DEG)","AIR TEMP (DEG)","VAPOUR PRESS (kPa)","ATM PRESS (kPa)","REL HUMID (%)","TB COUNT","TB rainfall mm (mm)"
2020/02/01 14:15:00.010,n,767,0,-2,1.7,33.8,2.72,100.5,0.609,0,0
2020/02/01 14:30:00.001,n,891,0,-2.1,1.1,34.3,2.75,100.49,0.607,0,0
2020/02/01 14:45:00.000,n,604,0,-2.1,1,33.2,2.69,100.47,0.642,0,0
2020/02/01 15:00:00.009,n,744,0,-2.4,1.1,33.2,2.69,100.45,0.626,0,0
2020/02/01 15:15:00.002,n,706,0,-1.6,1,33,2.68,100.44,0.633,0,0
2020/02/01 15:30:00.000,n,578,0,-2.9,2.2,32.599998,2.66,100.43,0.638,0,0
2020/02/01 15:45:00.008,n,601,0,-2.3,1.4,32.099998,2.61,100.43,0.641,0,0
2020/02/01 16:00:00.000,n,543,0,-1.9,1,32.099998,2.59,100.43,0.638,0,0
2020/02/01 16:15:00.000,n,490,0,-2.3,1,32.099998,2.56,100.42,0.626,0,0
2020/02/01 16:30:00.007,n,439,0,-2.6,1.1,31.8,2.55,100.4,0.633,0,0
2020/02/01 16:45:00.000,n,382,0,-2.5,1.1,31.8,2.53,100.4,0.628,0,0
2020/02/01 17:00:00.000,n,326,0,-2.1,1.2,31.5,2.52,100.4,0.635,0,0
2020/02/01 17:15:00.007,n,270,0,-2.3,1.3,31.1,2.55,100.42,0.656,0,0
2020/02/01 17:30:00.001,n,216,0,-2.2,1.5,30.6,2.57,100.44,0.667,0,0
2020/02/01 17:45:00.000,n,163,0,-0.7,3.5,30.3,2.59,100.46,0.671,0,0
2020/02/01 18:00:00.008,n,76,0,-1.3,2.1,29.2,2.57,100.47,0.694,0,0
2020/02/01 18:15:00.008,n,26,0,-2.5,2.3,28.1,2.54,100.49,0.701,0,0
2020/02/01 18:30:00.000,n,19,0,-2,2.5,27.4,2.53,100.48,0.711,0,0
2020/02/01 18:45:00.016,n,8,0,-2.1,2.5,27.1,2.55,100.49,0.721,0,0
2020/02/01 19:00:00.007,n,1,0,-1.9,2.4,26.7,2.56,100.51,0.732,0,0
2020/02/01 19:15:00.000,n,0,0,-1.8,2.7,26.5,2.54,100.51,0.737,0,0
2020/02/01 19:30:00.007,n,0,0,-2.4,2.6,26.2,2.53,100.53,0.742,0,0
2020/02/01 19:45:00.000,n,0,0,-1.9,2.4,26,2.53,100.55,0.745,0,0
2020/02/01 20:00:00.000,n,0,0,-1.7,2.9,25.9,2.52,100.56,0.752,0,0
2020/02/01 20:15:00.007,n,0,0,-2.4,2.7,25.7,2.53,100.57,0.755,0,0
2020/02/01 20:30:00.000,n,0,0,-1.8,2.3,25.7,2.55,100.57,0.766,0,0
2020/02/01 20:45:00.000,n,0,0,-1.9,2.5,25.6,2.57,100.59,0.774,0,0
2020/02/01 21:00:00.007,n,0,0,-2.3,2.9,25.5,2.56,100.6,0.771,0,0
2020/02/01 21:15:00.000,n,0,0,-2,2.4,25.5,2.55,100.6,0.774,0,0
2020/02/01 21:30:00.000,n,0,0,-2,2.7,25.4,2.55,100.6,0.774,0,0
2020/02/01 21:45:00.010,n,0,0,-1.8,2.7,25.3,2.54,100.61,0.775,0,0
2020/02/01 22:00:00.000,n,0,0,-1.9,2.6,25.2,2.53,100.62,0.778,0,0
2020/02/01 22:15:00.000,n,0,0,-2.1,2.4,25.1,2.53,100.61,0.78,0,0
2020/02/01 22:30:00.009,n,0,0,-2,2.5,25.1,2.53,100.61,0.78,0,0
2020/02/01 22:45:00.000,n,0,0,-2.1,2.4,25.1,2.53,100.59,0.779,0,0
2020/02/01 23:00:00.000,n,0,0,-2,2.6,25.2,2.54,100.58,0.781,0,0
2020/02/01 23:15:00.007,n,0,0,-2.3,2.4,25.1,2.55,100.57,0.789,0,0
2020/02/01 23:30:00.000,n,0,0,-1.9,2.5,25,2.53,100.57,0.789,0,0
2020/02/01 23:45:00.000,n,0,0,-2.1,2.5,24.8,2.52,100.56,0.789,0,0
2020/02/02 00:00:00.008,n,0,0,-2.1,2.4,24.7,2.51,100.56,0.797,0,0
2020/02/02 00:15:00.000,n,0,0,-2.3,2.3,24.5,2.51,100.55,0.802,0,0
2020/02/02 00:30:00.000,n,0,0,-2.1,2.4,24.3,2.5,100.54,0.811,0,0
2020/02/02 00:45:00.009,n,0,0,-2.1,2.5,24.2,2.5,100.52,0.815,0,0
2020/02/02 01:00:00.010,n,0,0,-2.1,2.5,24.3,2.51,100.51,0.812,0,0
2020/02/02 01:15:00.000,n,0,0,-2,2.4,24.5,2.53,100.51,0.814,0,0
2020/02/02 01:30:00.015,n,0,0,-2.2,2.6,24.4,2.54,100.51,0.821,0,0
2020/02/02 01:45:00.000,n,0,0,-1.9,2.3,24.2,2.54,100.49,0.831,0,0
2020/02/02 02:00:00.001,n,0,0,-2,2.3,24,2.52,100.47,0.836,0,0
2020/02/02 02:15:00.001,n,0,0,-2.1,2.4,23.7,2.5,100.45,0.842,0,0
2020/02/02 02:30:00.000,n,0,0,-2.1,2.6,23.4,2.49,100.45,0.851,0,0
2020/02/02 02:45:00.000,n,0,0,-1.8,2.3,23.1,2.47,100.45,0.848,0,0
2020/02/02 03:00:00.015,n,0,0,-2,2.5,23,2.46,100.44,0.848,0,0
2020/02/02 03:15:00.000,n,0,0,-1.8,2.5,22.8,2.44,100.43,0.865,0,0
2020/02/02 03:30:00.000,n,0,0,-1.9,2.3,22.4,2.41,100.4,0.878,0,0
2020/02/02 03:45:00.016,n,0,0,-2,2.4,22.1,2.39,100.4,0.884,0,0
2020/02/02 04:00:00.000,n,0,0,-2.1,2.4,21.8,2.37,100.42,0.884,0,0
2020/02/02 04:15:00.002,n,0,0,-2,2.5,21.7,2.36,100.43,0.877,0,0
2020/02/02 04:30:00.001,n,0,0,-2,2.4,21.8,2.38,100.42,0.866,0,0
2020/02/02 04:45:00.001,n,0,0,-2.1,2.5,21.8,2.38,100.42,0.885,0,0
2020/02/02 05:00:00.000,n,0,0,-2.1,2.5,21.5,2.35,100.41,0.904,0,0
2020/02/02 05:15:00.009,n,0,0,-1.9,2.5,21.2,2.31,100.39,0.904,0,0
2020/02/02 05:30:00.000,n,5,0,-2.2,2.6,21,2.3,100.41,0.904,0,0
2020/02/02 05:45:00.000,n,13,0,-2.2,2.5,21,2.3,100.42,0.899,0,0
2020/02/02 06:00:00.009,n,59,0,-1.5,3.1,22.4,2.38,100.4,0.861,0,0
2020/02/02 06:15:00.001,n,108,0,-1.4,3.6,24.2,2.55,100.4,0.921,0,0
2020/02/02 06:30:00.001,n,146,0,-1.4,3.9,25.8,2.67,100.42,0.946,0,0
2020/02/02 06:45:00.001,n,185,0,-1.4,3.4,27.1,2.7,100.45,0.928,0,0
2020/02/02 07:00:00.001,n,234,0,-1.5,3.6,28.3,2.74,100.47,0.917,0,0
2020/02/02 07:15:00.001,n,290,0,-1.6,3.4,29.3,2.74,100.48,0.879,0,0
2020/02/02 07:30:00.001,n,347,0,-1.5,3.5,30.1,2.73,100.49,0.844,0,0
2020/02/02 07:45:00.001,n,401,0,-1.6,3.6,31,2.75,100.48,0.814,0,0
2020/02/02 08:00:00.001,n,455,0,-1.4,3.7,31.3,2.67,100.47,0.775,0,0
2020/02/02 08:15:00.001,n,509,0,-1.3,3.6,32.099998,2.65,100.45,0.737,0,0
2020/02/02 08:30:00.003,n,563,0,-1.7,3.7,32.3,2.6,100.45,0.707,0,0
2020/02/02 08:45:00.002,n,617,0,-1.8,3.7,32.8,2.6,100.43,0.694,0,0
2020/02/02 09:00:00.003,n,669,0,-2.4,3.3,33.3,2.59,100.42,0.667,0,0
2020/02/02 09:15:00.002,n,713,0,-1.7,3.6,33.5,2.52,100.42,0.638,0,0
2020/02/02 09:30:00.004,n,759,0,-1.9,3.5,33.9,2.56,100.42,0.619,0,0
2020/02/02 09:45:00.005,n,801,0,-1.8,3.4,34.3,2.54,100.39,0.606,0,0
2020/02/02 10:00:00.004,n,843,0,-1.9,3.5,34.4,2.48,100.38,0.577,0,0
2020/02/02 10:15:00.004,n,880,0,-2,3.4,34.8,2.39,100.37,0.536,0,0
2020/02/02 10:30:00.003,n,911,0,-2.1,3.4,35.1,2.35,100.35,0.524,0,0
2020/02/02 10:45:00.003,n,944,0,-2.1,2.8,35.4,2.32,100.34,0.492,0,0
2020/02/02 11:00:00.004,n,970,0,-2,3,35.7,2.29,100.3,0.48,0,0
2020/02/02 11:15:00.003,n,993,0,-2,2.8,35.8,2.16,100.27,0.439,0,0
2020/02/02 11:30:00.003,n,1009,0,-2.2,2.5,36.1,2.15,100.26,0.43,0,0
2020/02/02 11:45:00.000,n,1014,0,-2.3,2.3,36.4,2.22,100.24,0.437,0,0
2020/02/02 12:00:00.009,n,1027,0,-1.9,2.3,36,2.17,100.22,0.434,0,0
2020/02/02 12:15:00.001,n,1026,0,-1.5,2.4,36.1,2.33,100.2,0.453,0,0
2020/02/02 12:30:00.000,n,1023,0,-2.2,2.4,36.6,2.28,100.18,0.43,0,0
2020/02/02 12:45:00.014,n,1009,0,-2.3,2.1,36.7,2.43,100.17,0.463,0,0
2020/02/02 13:00:00.009,n,998,0,-2,1.8,36.8,2.46,100.15,0.475,0,0
2020/02/02 13:15:00.000,n,978,0,-2.2,1.9,36.4,2.54,100.12,0.5,0,0
2020/02/02 13:30:00.015,n,958,0,-2.2,2.1,36.2,2.56,100.1,0.512,0,0
2020/02/02 13:45:00.008,n,933,0,-2.3,1.8,36.2,2.58,100.08,0.499,0,0
2020/02/02 14:00:00.001,n,902,0,-3,2.1,35.7,2.56,100.05,0.523,0,0
2020/02/02 14:15:00.008,n,871,0,-2.2,1.6,36.3,2.58,100.03,0.495,0,0
2020/02/02 14:30:00.000,n,833,0,-2.6,1.7,36.1,2.62,100.02,0.529,0,0
2020/02/02 14:45:00.000,n,795,0,-2.5,0.9,36.2,2.65,100,0.515,0,0
2020/02/02 15:00:00.009,n,749,0,-2.3,1.4,35.8,2.65,99.99,0.538,0,0
2020/02/02 15:15:00.009,n,703,0,-2.3,1.2,35.5,2.6,99.96,0.539,0,0
2020/02/02 15:30:00.000,n,656,0,-2.3,0.8,35,2.63,99.94,0.555,0,0
2020/02/02 15:45:00.016,n,605,0,-2.6,1.8,34.7,2.64,99.94,0.567,0,0
2020/02/02 16:00:00.001,n,554,0,-2.1,1,35,2.56,99.92,0.533,0,0
2020/02/02 16:15:00.001,n,498,0,-2.8,1,34.9,2.56,99.93,0.545,0,0
2020/02/02 16:30:00.001,n,441,0,-1.8,0.2,34.2,2.56,99.93,0.575,0,0
2020/02/02 16:45:00.000,n,386,0,-3.6,1.6,33.8,2.6,99.93,0.585,0,0
2020/02/02 17:00:00.000,n,330,0,-2.7,1.1,33.3,2.57,99.94,0.587,0,0
2020/02/02 17:15:00.017,n,276,0,-6.8,4.1,32.3,2.59,99.93,0.625,0,0
2020/02/02 17:30:00.000,n,219,0,-1.8,1.7,31.4,2.57,99.94,0.636,0,0
2020/02/02 17:45:00.000,n,166,0,-2.1,1.5,30.7,2.6,99.95,0.656,0,0
2020/02/02 18:00:00.016,n,115,0,-2.3,1.9,29.7,2.69,99.95,0.709,0,0
2020/02/02 18:15:00.000,n,28,0,-2.3,1.7,28.6,2.73,99.97,0.739,0,0
2020/02/02 18:30:00.000,n,17,0,-2.4,3.2,27.7,2.76,99.99,0.765,0,0
2020/02/02 18:45:00.007,n,6,0,-1.1,2.1,27.2,2.79,100.01,0.783,0,0
2020/02/02 19:00:00.000,n,1,0,-2,3.8,27,2.81,100.03,0.794,0,0
2020/02/02 19:15:00.000,n,0,0,-1.5,2.8,26.9,2.83,100.05,0.799,0,0
2020/02/02 19:30:00.009,n,0,0,-2,2.2,26.8,2.85,100.07,0.802,0,0
2020/02/02 19:45:00.001,n,0,0,-3.2,1.8,26.8,2.84,100.07,0.802,0,0
2020/02/02 20:00:00.000,n,0,0,-1.5,2.3,26.8,2.79,100.07,0.789,0,0
2020/02/02 20:15:00.008,n,0,0,-2.2,2.3,26.7,2.78,100.07,0.787,0,0
2020/02/02 20:30:00.000,n,0,0,-2.7,2.6,26.6,2.78,100.07,0.791,0,0
2020/02/02 20:45:00.000,n,0,0,-2.1,2.6,26.6,2.81,100.08,0.799,0,0
2020/02/02 21:00:00.009,n,0,0,-1.9,2.4,26.6,2.83,100.09,0.806,0,0
2020/02/02 21:15:00.000,n,0,0,-2.1,2.7,26.5,2.84,100.09,0.812,0,0
2020/02/02 21:30:00.000,n,0,0,-2.5,2.7,26.5,2.83,100.09,0.812,0,0
2020/02/02 21:45:00.008,n,0,0,-2.3,2.5,26.4,2.84,100.09,0.816,0,0
2020/02/02 22:00:00.000,n,0,0,-1.8,2.2,26.3,2.83,100.09,0.819,0,0
2020/02/02 22:15:00.000,n,0,0,-2.1,2.3,26.2,2.82,100.08,0.819,0,0
2020/02/02 22:30:00.008,n,0,0,-2.2,2.4,26.2,2.82,100.09,0.82,0,0
2020/02/02 22:45:00.000,n,0,0,-2.2,2.6,26.1,2.82,100.07,0.824,0,0
2020/02/02 23:00:00.000,n,0,0,-2,2.8,26,2.82,100.06,0.827,0,0
2020/02/02 23:15:00.007,n,0,0,-1.8,2.3,26,2.82,100.05,0.831,0,0
2020/02/02 23:30:00.000,n,0,0,-1.6,2.8,25.9,2.83,100.05,0.836,0,0
2020/02/02 23:45:00.000,n,0,0,-2.2,2.3,25.8,2.84,100.04,0.842,0,0
2020/02/03 00:00:00.009,n,0,0,-2.1,2.5,25.7,2.81,100.01,0.842,0,0
2020/02/03 00:15:00.000,n,0,0,-2,2.5,25.6,2.77,99.99,0.832,0,0
2020/02/03 00:30:00.000,n,0,0,-1.9,2.6,25.5,2.75,99.99,0.831,0,0
2020/02/03 00:45:00.008,n,0,0,-2.1,2.4,25.4,2.73,99.99,0.831,0,0
2020/02/03 01:00:00.008,n,0,0,-2,2.5,25.2,2.72,99.98,0.832,0,0
2020/02/03 01:15:00.000,n,0,0,-2.1,2.5,25.1,2.71,99.95,0.834,0,0
2020/02/03 01:30:00.015,n,0,0,-1.9,2.4,25,2.7,99.94,0.84,0,0
2020/02/03 01:45:00.000,n,0,0,-2.4,2.6,24.9,2.69,99.9,0.843,0,0
2020/02/03 02:00:00.001,n,0,0,-1.9,2.4,24.8,2.68,99.91,0.845,0,0
2020/02/03 02:15:00.016,n,0,0,-1.9,2.4,24.6,2.67,99.9,0.85,0,0
2020/02/03 02:30:00.000,n,0,0,-2,2.5,24.5,2.66,99.88,0.856,0,0
2020/02/03 02:45:00.000,n,0,0,-2,2.4,24.3,2.66,99.87,0.862,0,0
2020/02/03 03:00:00.005,n,0,0,-2.1,2.4,24.2,2.65,99.85,0.863,0,0
2020/02/03 03:15:00.008,n,0,0,-1.9,2.6,24.1,2.64,99.85,0.865,0,0
2020/02/03 03:30:00.000,n,0,0,-2,2.4,24,2.64,99.86,0.869,0,0
2020/02/03 03:45:00.016,n,0,0,-2.2,2.5,23.9,2.63,99.88,0.875,0,0
2020/02/03 04:00:00.000,n,0,0,-2.1,2.5,23.7,2.62,99.88,0.879,0,0
2020/02/03 04:15:00.001,n,0,0,-2.1,2.4,23.6,2.61,99.89,0.881,0,0
2020/02/03 04:30:00.000,n,0,0,-2.2,2.7,23.5,2.61,99.9,0.886,0,0
2020/02/03 04:45:00.000,n,0,0,-2.1,2.4,23.4,2.61,99.94,0.89,0,0
2020/02/03 05:00:00.000,n,0,0,-2.1,2.6,23.2,2.6,99.97,0.899,0,0
2020/02/03 05:15:00.008,n,0,0,-2,2.2,23,2.58,99.95,0.904,0,0
2020/02/03 05:30:00.000,n,4,0,-2,2.4,22.9,2.56,99.95,0.908,0,0
2020/02/03 05:45:00.000,n,13,0,-2.2,2.6,22.9,2.56,99.97,0.907,0,0
2020/02/03 06:00:00.000,n,50,0,-1.5,3.1,23.7,2.61,99.97,0.904,0,0
2020/02/03 06:15:00.008,n,87,0,-1.4,3.4,25.2,2.74,99.97,0.907,0,0
2020/02/03 06:30:00.000,n,125,0,-1.6,3.5,26.9,2.85,99.99,0.909,0,0
2020/02/03 06:45:00.008,n,169,0,-1.5,3.5,28.5,2.93,100.01,0.892,0,0
2020/02/03 07:00:00.010,n,219,0,-2,3.5,29.5,2.94,100.02,0.871,0,0
2020/02/03 07:15:00.000,n,272,0,-1.8,3.1,30.6,2.94,100,0.833,0,0
2020/02/03 07:30:00.000,n,326,0,-1.8,3.4,31.6,2.92,100,0.802,0,0
2020/02/03 07:45:00.000,n,379,0,-1.6,3.5,32.3,2.88,100.02,0.771,0,0
2020/02/03 08:00:00.000,n,430,0,-1.7,3.4,32.7,2.82,100.04,0.746,0,0
2020/02/03 08:15:00.016,n,484,0,-1.6,3.8,34,2.81,100.03,0.69,0,0
2020/02/03 08:30:00.000,n,536,0,-1.6,3.6,34.5,2.78,99.99,0.68,0,0
2020/02/03 08:45:00.000,n,587,0,-1.5,3.3,34.9,2.78,99.97,0.655,0,0
2020/02/03 09:00:00.008,n,639,0,-1.7,3.6,35.2,2.78,99.97,0.655,0,0
2020/02/03 09:15:00.001,n,687,0,-1.7,3.3,35.3,2.73,99.96,0.633,0,0
2020/02/03 09:30:00.000,n,733,0,-1.9,3.4,35.5,2.72,99.96,0.612,0,0
2020/02/03 09:45:00.008,n,774,0,-1.8,3.4,35.9,2.73,99.97,0.59,0,0
2020/02/03 10:00:00.000,n,813,0,-1.9,3.1,36.1,2.7,99.97,0.577,0,0
2020/02/03 10:15:00.000,n,843,0,-2,3.2,36.3,2.69,99.95,0.562,0,0
2020/02/03 10:30:00.007,n,891,0,-1.9,3.1,36.8,2.72,99.93,0.546,0,0
2020/02/03 10:45:00.000,n,914,0,-2,3,37.1,2.7,99.93,0.53,0,0
2020/02/03 11:00:00.000,n,930,0,-1.9,2.7,37.2,2.67,99.92,0.516,0,0
2020/02/03 11:15:00.008,n,961,0,-2.1,3.6,37.5,2.67,99.89,0.496,0,0
2020/02/03 11:30:00.000,n,953,0,-1.9,2.5,37.4,2.63,99.87,0.482,0,0
2020/02/03 11:45:00.000,n,869,0,-1.8,2.5,37.4,2.71,99.85,0.498,0,0
2020/02/03 12:00:00.008,n,991,0,-2,2.3,37.8,2.74,99.82,0.495,0,0
2020/02/03 12:15:00.000,n,992,0,-2.1,2.7,37.9,2.71,99.8,0.483,0,0
2020/02/03 12:30:00.000,n,988,0,-2.2,2.6,38.1,2.75,99.77,0.48,0,0
2020/02/03 12:45:00.008,n,982,0,-2,2.6,38.6,2.82,99.75,0.48,0,0
2020/02/03 13:00:00.000,n,969,0,-2.4,2.1,38.3,2.91,99.73,0.517,0,0
2020/02/03 13:15:00.000,n,955,0,-3.2,1.5,37.4,3.01,99.7,0.567,0,0
2020/02/03 13:30:00.016,n,935,0,-2.2,2,36.5,3,99.68,0.579,0,0
2020/02/03 13:45:00.000,n,912,0,-2,2,36.8,2.97,99.66,0.561,0,0
2020/02/03 14:00:00.001,n,884,0,-2.3,1.7,37,2.96,99.64,0.553,0,0
2020/02/03 14:15:00.017,n,852,0,-2.2,1.2,37.1,2.96,99.62,0.557,0,0
2020/02/03 14:30:00.000,n,816,0,-1.8,1.8,37.1,2.9,99.6,0.542,0,0
2020/02/03 14:45:00.000,n,776,0,-2.7,1.7,37.2,2.93,99.57,0.54,0,0
2020/02/03 15:00:00.016,n,738,0,-2.7,1.4,36.9,2.88,99.54,0.546,0,0
2020/02/03 15:15:00.000,n,694,0,-2.1,1.7,36.7,2.84,99.52,0.541,0,0
2020/02/03 15:30:00.000,n,643,0,-2.6,1.8,36.5,2.77,99.49,0.53,0,0
2020/02/03 15:45:00.000,n,592,0,-2.3,1.4,36.2,2.76,99.48,0.534,0,0
2020/02/03 16:00:00.000,n,542,0,-2.4,1.3,35.7,2.74,99.48,0.546,0,0
2020/02/03 16:15:00.000,n,483,0,-2,1.2,35.8,2.78,99.48,0.554,0,0
2020/02/03 16:30:00.016,n,431,0,-2.5,1.4,35.6,2.87,99.49,0.586,0,0
2020/02/03 16:45:00.006,n,377,0,-3.5,3.3,35.1,2.84,99.49,0.595,0,0
2020/02/03 17:00:00.000,n,322,0,-2.3,2,34.2,2.79,99.49,0.615,0,0
2020/02/03 17:15:00.010,n,266,0,-2.1,1,33,2.76,99.5,0.632,0,0
2020/02/03 17:30:00.010,n,209,0,-2.3,1.6,32.2,2.76,99.51,0.643,0,0
2020/02/03 17:45:00.000,n,155,0,-1.7,1.3,31.5,2.8,99.53,0.661,0,0
2020/02/03 18:00:00.001,n,102,0,-2.8,2,30.7,2.81,99.52,0.68,0,0
2020/02/03 18:15:00.000,n,24,0,-2.2,3.4,29.9,2.79,99.54,0.69,0,0
2020/02/03 18:30:00.000,n,11,0,-1.1,3.7,29.3,2.82,99.58,0.708,0,0
2020/02/03 18:45:00.009,n,3,0,-1.6,2.6,28.9,2.86,99.61,0.73,0,0
2020/02/03 19:00:00.008,n,0,0,-2.4,2.9,28.6,2.88,99.64,0.739,0,0
2020/02/03 19:15:00.000,n,0,0,-3.6,3,28.5,2.9,99.67,0.746,0,0
2020/02/03 19:30:00.000,n,0,0,-2.3,2.2,28.5,2.93,99.78,0.755,0,0
2020/02/03 19:45:00.000,n,0,0,-2,2.3,28.5,2.95,99.87,0.76,0,0
2020/02/03 20:00:00.000,n,0,0,-2,2.4,28.4,2.96,99.87,0.766,0,0
2020/02/03 20:15:00.015,n,0,0,-2,2.5,28.3,2.96,99.86,0.774,0,0
2020/02/03 20:30:00.000,n,0,0,-1.8,2.5,28.3,2.98,99.91,0.777,0,0
2020/02/03 20:45:00.000,n,0,1.394,-2.3,2.3,27.6,3.04,99.95,0.839,10,2
2020/02/03 21:00:00.016,n,0,0.238,-2.5,2.3,25.9,3.06,99.88,0.942,2,0.4
2020/02/03 21:15:00.000,n,0,0,-1.9,2.3,25.5,3.03,99.88,0.91,0,0
2020/02/03 21:30:00.000,n,0,0,-2,4.1,25.5,3.05,99.86,0.906,0,0
2020/02/03 21:45:00.015,n,0,0,-2.4,3,25.6,3.08,99.87,0.9,0,0
2020/02/03 22:00:00.007,n,0,0,-2.1,2.6,25.8,3.11,99.94,0.903,0,0
2020/02/03 22:15:00.000,n,0,0.697,-2.1,2.4,26,3.16,100.02,0.909,3,0.6
2020/02/03 22:30:00.000,n,0,2.312,-2.3,2.9,25.9,3.19,100,0.945,16,3.2
2020/02/03 22:45:00.001,n,0,0.493,-1.9,2.7,25.3,3.14,99.93,0.98,3,0.6
2020/02/03 23:00:00.000,n,0,0.017,-2.1,2.5,24.8,3.02,99.95,0.972,0,0
2020/02/03 23:15:00.000,n,0,0.051,-2,2.5,24.7,2.96,100.01,0.93,1,0.2
2020/02/03 23:30:00.000,n,0,0.017,-2.1,2.4,25.1,3.04,100.05,0.923,0,0
2020/02/03 23:45:00.000,n,0,1.139,-1.5,2.2,25.4,3.13,100.07,0.949,6,1.2
2020/02/04 00:00:00.008,n,0,1.496,-1.9,2.4,25.2,3.14,100.08,0.975,8,1.6
2020/02/04 00:15:00.000,n,0,1.496,-1.6,2.3,24.2,2.97,100.06,1,11,2.2
2020/02/04 00:30:00.000,n,0,0.221,-2.4,2.2,23.8,2.88,100.06,0.982,1,0.2
2020/02/04 00:45:00.008,n,0,0.017,-1.9,2.4,23.7,2.86,100.03,0.979,0,0
2020/02/04 01:00:00.008,n,0,0,-2.2,2.5,23.5,2.83,99.99,0.983,0,0
2020/02/04 01:15:00.000,n,0,0,-2.3,2.4,23.3,2.8,99.97,0.985,0,0
2020/02/04 01:30:00.015,n,0,0.017,-2.1,2.5,23.3,2.79,99.96,0.972,0,0
2020/02/04 01:45:00.000,n,0,0,-2.7,2.8,23.3,2.79,99.95,0.953,0,0
2020/02/04 02:00:00.001,n,0,0,-2,2.3,23.3,2.79,99.95,0.95,0,0
2020/02/04 02:15:00.001,n,0,0,-1.8,2.5,23.3,2.8,99.96,0.956,0,0
2020/02/04 02:30:00.000,n,0,0,-1.9,2.6,23.3,2.81,99.97,0.961,0,0
2020/02/04 02:45:00.000,n,0,0,-2.1,2.7,23.4,2.82,99.96,0.963,0,0
2020/02/04 03:00:00.008,n,0,0,-2.1,2.7,23.4,2.82,99.95,0.966,0,0
2020/02/04 03:15:00.000,n,0,0,-2,2.4,23.3,2.83,99.96,0.97,0,0
2020/02/04 03:30:00.000,n,0,0,-2,2.2,23.4,2.83,99.97,0.971,0,0
2020/02/04 03:45:00.008,n,0,0,-2,2.4,23.4,2.84,99.96,0.972,0,0
2020/02/04 04:00:00.000,n,0,0,-2,2.4,23.5,2.85,99.96,0.971,0,0
2020/02/04 04:15:00.000,n,0,0,-2.1,2.4,23.4,2.85,99.96,0.976,0,0
2020/02/04 04:30:00.008,n,0,0,-1.9,2.5,23.4,2.85,99.97,0.977,0,0
2020/02/04 04:45:00.000,n,0,0,-2.1,2,23.4,2.85,100,0.976,0,0
2020/02/04 05:00:00.000,n,0,0,-2,2.4,23.4,2.85,100.05,0.985,0,0
2020/02/04 05:15:00.016,n,0,0.017,-2,2.5,23.2,2.83,100.07,0.984,0,0
2020/02/04 05:30:00.004,n,2,0,-1.8,2.4,23.1,2.8,100.07,0.97,0,0
2020/02/04 05:45:00.000,n,11,0,-1.9,2.6,22.9,2.77,100.08,0.962,0,0
2020/02/04 06:00:00.008,n,19,0,-1.9,2.5,23,2.74,100.12,0.944,0,0
2020/02/04 06:15:00.000,n,59,0,-1.9,2.7,23.3,2.74,100.14,0.938,0,0
2020/02/04 06:30:00.000,n,159,0,-1.9,2.7,24.5,2.85,100.17,0.958,0,0
2020/02/04 06:45:00.000,n,204,0,-1.8,2.5,25.1,2.84,100.2,0.928,0,0
2020/02/04 07:00:00.008,n,231,0,-1.9,2.5,25.5,2.81,100.22,0.911,0,0
2020/02/04 07:15:00.000,n,172,0,-1.9,2.4,25.4,2.77,100.27,0.891,0,0
2020/02/04 07:30:00.016,n,166,0,-1.9,2.4,25.2,2.71,100.31,0.878,0,0
2020/02/04 07:45:00.009,n,171,0,-1.9,2.4,25.4,2.66,100.33,0.855,0,0
2020/02/04 08:00:00.000,n,139,0,-2,2.3,25.4,2.64,100.35,0.843,0,0
2020/02/04 08:15:00.016,n,164,0,-2.1,2.4,25.6,2.64,100.36,0.837,0,0
2020/02/04 08:30:00.000,n,112,0,-1.8,2.3,25.6,2.65,100.38,0.834,0,0
2020/02/04 08:45:00.001,n,94,0,-1.9,2.5,25.6,2.65,100.41,0.832,0,0
2020/02/04 09:00:00.009,n,94,0,-2,2.4,25.5,2.62,100.44,0.826,0,0
2020/02/04 09:15:00.000,n,204,0,-2,2.5,25.9,2.62,100.44,0.827,0,0
2020/02/04 09:30:00.000,n,320,0,-2,2.5,26.5,2.61,100.42,0.819,0,0
2020/02/04 09:45:00.016,n,327,0,-1.6,2.5,27.1,2.62,100.43,0.81,0,0
2020/02/04 10:00:00.000,n,316,0,-2.3,2.4,27.4,2.57,100.44,0.79,0,0
2020/02/04 10:15:00.000,n,301,0,-1,3,27.4,2.54,100.45,0.778,0,0
2020/02/04 10:30:00.000,n,286,0,-1.9,2.7,27.4,2.51,100.47,0.772,0,0
2020/02/04 10:45:00.000,n,232,0,-1.8,2.3,27.1,2.49,100.49,0.765,0,0
2020/02/04 11:00:00.002,n,220,0,-2,2.7,26.7,2.47,100.5,0.769,0,0
2020/02/04 11:15:00.010,n,268,0,-1.8,2.2,26.9,2.46,100.5,0.771,0,0
2020/02/04 11:30:00.009,n,184,0,-1.6,2.3,26.7,2.46,100.51,0.762,0,0
2020/02/04 11:45:00.000,n,286,0,-1.8,2.2,26.9,2.44,100.5,0.759,0,0
2020/02/04 12:00:00.000,n,603,0,-2.3,3.4,27.9,2.49,100.48,0.749,0,0
